"income","age","education","petition_signed","g"
2,30,2,0,0.0637025793347068
2,51,5,1,0.139079091833896
3,45,3,1,0.080433508358919
8,54,5,0,0.200901681699427
3,73,2,1,0.0376352738039288
11,55,6,1,0.318527924794114
10,55,6,0,0.301189020039215
7,77,3,0,0.07014118373785
4,52,3,0,0.0788031670617384
10,63,7,1,0.361662296384353
6,78,5,0,0.130426578706405
2,75,1,0,0.0231198603224589
8,50,5,0,0.210549992200446
10,49,6,0,0.32015494769726
10,52,2,0,0.0859803408806532
9,34,5,0,0.268097526502379
4,27,5,0,0.213083859530833
9,64,7,0,0.339837730713301
8,40,7,0,0.403528385263825
6,46,3,1,0.0990393919113652
3,82,3,0,0.0482122085554762
8,36,7,1,0.417819779567928
9,75,7,0,0.304402880817009
3,85,6,0,0.135610782521769
1,59,3,0,0.0570353212525657
4,56,6,0,0.207018994418899
7,39,6,0,0.299702737521342
3,65,3,0,0.061125868613409
9,39,5,0,0.25386287345688
2,19,3,0,0.105863169435314
4,72,5,0,0.122302541582478
7,64,5,0,0.166671535764779
8,57,5,0,0.193885257774921
10,59,7,1,0.37540415241094
1,35,5,0,0.158712753791999
3,66,3,0,0.0602840548411362
11,56,6,1,0.315331812361604
5,64,6,1,0.201008757825913
1,53,3,0,0.0619906908679408
8,26,7,1,0.45410641801247
9,46,6,0,0.31219750185546
2,89,3,0,0.0404199170470683
4,45,2,0,0.0602580034409531
10,55,5,1,0.225615230089512
2,63,5,0,0.119189827221206
8,20,5,1,0.293446987381575
4,94,4,0,0.0637327755285325
9,42,6,1,0.325016834902368
4,39,5,1,0.184884162411487
10,52,6,1,0.31059244342449
3,73,6,0,0.157749466314067
9,38,6,0,0.338103796048315
9,37,4,1,0.191516971067017
4,23,5,0,0.223153840354462
9,42,3,0,0.129476253160183
3,65,5,0,0.124710997347713
5,40,7,0,0.346586850264078
6,48,5,0,0.18934371921819
6,64,7,0,0.287550857211409
4,59,3,0,0.0716200035926592
1,64,2,0,0.0365875934984627
2,67,3,0,0.0550770192954068
1,28,5,0,0.173003162539468
10,45,6,0,0.333142764421692
4,31,7,1,0.358403613545098
10,48,7,0,0.414182772526586
5,77,6,0,0.171941413570241
1,54,2,0,0.0421629830352987
9,46,2,1,0.0865704202717918
3,22,3,0,0.109397953655174
8,51,5,0,0.208106469310468
4,57,3,0,0.0736083082078891
9,50,7,1,0.387620579425509
8,54,6,1,0.271095264880942
7,71,6,1,0.210626456291914
2,55,3,0,0.0650579582272722
1,60,5,0,0.115379644145258
2,75,3,0,0.0492434920179823
2,26,5,0,0.189407236866154
10,36,3,0,0.14983216774105
4,50,5,0,0.161650039308039
6,59,5,0,0.16566307035662
8,58,7,1,0.341519053198948
4,83,5,0,0.105911089894047
7,61,5,0,0.17291438319428
10,60,3,1,0.110048310829306
8,57,7,0,0.344846904651875
5,27,2,0,0.0831631233278336
4,49,3,0,0.0820789853275275
7,70,3,0,0.0771883599361356
4,75,3,0,0.0574168387920933
4,45,4,0,0.123058678457036
1,47,3,0,0.0673458467608232
2,53,2,0,0.0462088178790201
2,28,5,0,0.18491534184996
3,70,3,0,0.0570241957290841
3,26,5,0,0.202172796825386
2,50,3,0,0.0696947796156346
4,79,3,0,0.0543030648172499
7,22,5,0,0.271045258779401
1,60,2,0,0.0387271491531693
10,61,6,1,0.282879133774581
5,20,5,0,0.245641863861131
10,80,6,0,0.229570900535343
3,28,5,0,0.19745190447091
5,82,3,0,0.0562245071904992
4,76,5,0,0.116103382529645
5,69,3,0,0.067319862843046
2,60,4,1,0.087270338096901
2,27,5,1,0.187150915914481
9,39,5,1,0.25386287345688
4,53,3,0,0.0777380622557147
11,39,7,0,0.46686620013369
3,59,6,0,0.187189418661663
12,47,5,0,0.278295216201869
8,40,6,1,0.313807079271486
6,48,6,1,0.256796764878469
6,67,4,0,0.106558494644579
11,40,7,0,0.463193337229462
10,34,7,0,0.46505502834546
9,47,5,0,0.232147438828
3,32,2,0,0.0668485135506688
1,65,3,0,0.0524539194400492
1,75,5,0,0.0946284953975692
2,79,7,0,0.189516735418954
5,51,5,0,0.170842436063811
6,65,5,1,0.153779043231674
6,61,5,0,0.161622004880085
3,56,5,1,0.139952874003654
2,59,5,0,0.125530377976836
9,49,7,0,0.391130821069067
3,63,5,0,0.127970040335339
4,55,5,0,0.15189427639612
7,53,6,1,0.258188326027077
9,58,6,1,0.275472764637176
8,46,7,0,0.382401550366325
7,53,6,0,0.258188326027077
8,34,5,0,0.252486690347845
1,61,3,0,0.0554678812256026
2,51,5,0,0.139079091833896
9,63,4,0,0.138949755073147
9,63,6,1,0.260986157944667
3,65,5,0,0.124710997347713
5,55,7,0,0.298273627694502
8,55,5,0,0.19854197110133
6,66,3,0,0.0756328492164696
10,40,7,0,0.443099909903418
2,82,3,0,0.044624264505222
6,85,7,0,0.228403612871357
10,25,5,0,0.312098743123535
9,45,4,0,0.173891702380671
9,80,7,1,0.28900174605177
2,54,2,0,0.0455624693661981
5,67,3,0,0.0691976856418695
9,55,7,0,0.370250159345812
6,44,3,0,0.101705517652104
8,41,5,0,0.233484407107978
9,56,3,1,0.107908035231802
3,71,5,0,0.115358530048731
10,58,6,0,0.291949729730413
7,35,5,0,0.234826720400605
6,70,7,0,0.269750022374618
6,19,3,0,0.140719976337309
5,66,6,0,0.19630835864919
7,61,5,0,0.17291438319428
7,67,5,0,0.160610310110966
1,45,2,0,0.0478677779190703
10,45,7,0,0.424968622859418
9,65,7,0,0.336533388227536
11,70,7,1,0.356541792957248
10,52,7,0,0.399930322136385
1,81,3,0,0.0418801732141049
5,72,3,0,0.0645916399144413
4,85,3,0,0.0499295125527268
2,67,2,0,0.0379073234728738
3,52,4,0,0.104497480688305
6,62,3,0,0.0798663965398782
9,50,5,1,0.224346134086113
3,67,3,0,0.0594531002351597
8,36,4,0,0.181455600070387
2,74,5,0,0.103166517336754
1,73,3,0,0.0468844348805179
5,51,3,0,0.0860490295521493
4,50,7,0,0.296752445656643
5,60,6,1,0.210660855023005
5,65,5,1,0.143519475208392
8,80,7,0,0.272627096513669
3,83,3,0,0.0475392342102681
2,78,5,0,0.0978291958404375
3,54,2,0,0.0492219618230234
9,50,7,1,0.387620579425509
4,75,3,0,0.0574168387920933
1,41,1,0,0.0347971779035012
1,63,3,0,0.0539410533364056
1,55,3,0,0.0602957757016083
1,28,5,1,0.173003162539468
10,41,5,0,0.263754378659639
10,65,5,1,0.200868471013074
8,51,3,0,0.107209382269927
7,55,7,0,0.333290925391639
10,67,6,0,0.265259825582745
5,50,3,0,0.0872172360154163
8,52,5,0,0.205683916101571
6,89,7,1,0.218163261265383
8,50,4,0,0.152747958705692
9,68,6,1,0.247001658618983
3,55,5,1,0.141739391191747
10,73,5,0,0.182576935747764
9,29,7,0,0.463244777642005
8,18,3,0,0.163506645359026
6,54,4,0,0.126257947206803
8,42,5,0,0.230852552630777
4,65,3,0,0.0659490110686478
3,67,5,0,0.1215233867146
6,66,3,0,0.0756328492164696
6,63,3,0,0.0787881501993506
10,40,6,0,0.34973911110728
5,24,6,0,0.31228635603203
5,68,3,0,0.0682527895393365
10,83,6,0,0.221831166164492
10,57,7,1,0.382352692307247
6,70,6,0,0.19980927543428
9,55,7,0,0.370250159345812
9,55,7,0,0.370250159345812
4,50,3,0,0.0809734963873477
10,64,6,0,0.273981303791925
2,54,3,0,0.0659617560383329
6,49,7,1,0.334956292147498
2,60,5,0,0.123918665191331
1,18,3,0,0.0997464665727672
9,37,6,1,0.341415623242908
9,45,6,0,0.315376479225686
8,47,4,0,0.158568521594207
6,31,6,0,0.307528139284013
10,67,7,0,0.348143085670552
9,47,6,0,0.309036103915282
9,47,7,0,0.398184879703461
9,20,5,0,0.310538255619331
9,55,7,0,0.370250159345812
4,59,5,0,0.144442039173654
3,31,5,1,0.190527236529909
2,78,3,0,0.0472107555737044
5,53,6,0,0.228359014524827
11,76,3,0,0.0957495520235942
10,60,6,1,0.285883660564483
9,53,7,0,0.377160907209826
6,57,5,1,0.169784713265154
3,38,7,0,0.317184091672691
8,64,7,1,0.321886746869832
6,37,7,1,0.375501174691826
2,46,3,0,0.0736224167043679
7,55,3,0,0.0945142953707733
3,72,3,0,0.0554570434712275
7,50,3,0,0.10102368444494
2,76,4,0,0.0701981905208801
2,53,2,0,0.0462088178790201
9,47,6,0,0.309036103915282
4,62,3,0,0.068730354073243
7,30,6,1,0.328309667248324
8,54,5,1,0.200901681699427
4,31,5,0,0.203349345014968
4,18,3,1,0.12381883066807
4,21,4,0,0.166665119399476
1,59,5,1,0.116895115316894
5,25,5,0,0.232221202205455
2,34,1,0,0.0415524372069793
8,60,6,1,0.253950007297766
2,34,3,0,0.0866559082190157
7,45,5,0,0.209342730008196
4,64,5,0,0.135556874843831
1,55,5,1,0.123130658846711
1,62,3,0,0.0546994484591435
1,19,3,0,0.0984285374232863
5,27,6,0,0.302854177238326
1,50,2,0,0.0446134762631306
4,53,5,0,0.155737299034144
10,53,7,0,0.396392521695717
7,54,3,0,0.0957853822091024
5,61,3,0,0.0751255650138145
6,47,3,0,0.0977297909949969
1,22,5,0,0.18604620202935
2,77,2,0,0.0328753630181369
4,21,5,0,0.228314422309838
7,26,5,0,0.259536155225952
1,36,2,0,0.054300692430462
11,47,7,0,0.437616849335051
2,47,1,0,0.034546647347194
1,20,3,0,0.0971261430932561
9,59,7,1,0.356589256987568
2,37,3,0,0.0832139820956048
1,27,7,0,0.317228899345506
1,68,3,0,0.0502956694466264
1,21,2,0,0.0668614199102515
1,19,3,0,0.0984285374232863
2,64,1,0,0.0270862073230895
7,39,5,0,0.224382136552509
1,74,2,0,0.0317250421938951
5,27,1,0,0.0577731928610087
7,74,2,0,0.050602479393419
1,25,2,0,0.063269836760478
1,19,5,1,0.192846807697608
2,32,2,0,0.0619639505858923
9,40,6,1,0.331527766903246
7,79,7,1,0.259673208398178
9,70,5,0,0.177147966452012
3,84,2,0,0.0321752690212088
7,69,3,0,0.0782465721549355
6,60,6,1,0.224462195704958
5,81,7,0,0.224542275152781
3,49,5,0,0.152861066650897
5,56,5,0,0.160638202677656
1,47,3,0,0.0673458467608232
5,39,6,0,0.26680218332268
7,61,3,0,0.0872007675322992
9,53,6,0,0.290447450218396
7,26,6,1,0.34146214220301
10,38,6,1,0.356483733833826
3,85,3,0,0.0462199732365524
9,19,5,0,0.313708043606075
6,39,6,0,0.282963076529021
1,22,5,1,0.18604620202935
3,27,3,0,0.102410444052915
5,25,6,1,0.309124462717001
2,32,6,0,0.240333270528203
9,55,5,0,0.211762351887424
1,47,2,0,0.0465398450329332
3,63,3,0,0.0628425572518929
6,39,6,0,0.282963076529021
3,21,5,0,0.214341685272758
3,23,3,0,0.107967795327978
4,46,5,0,0.169813876783428
7,67,3,0,0.0804029101723731
2,46,1,0,0.0350424630836237
2,65,2,0,0.0389990173727995
7,65,6,1,0.225731757184823
9,53,6,0,0.290447450218396
5,29,6,0,0.296656465426982
2,55,2,0,0.0449247358560503
9,60,7,1,0.353209180806069
2,35,3,0,0.085494516087265
2,39,5,0,0.161678077660989
3,46,5,1,0.158685132346399
5,76,7,0,0.237656520030941
5,25,7,1,0.39828403526563
7,78,5,0,0.139903078480188
2,24,6,0,0.262552598788529
4,30,3,1,0.105843588456368
5,19,3,1,0.131196583435786
9,50,5,0,0.224346134086113
9,41,7,0,0.41959128302921
4,22,3,0,0.11755310897553
2,20,5,0,0.203382861485914
8,61,5,0,0.184821815729429
4,76,2,0,0.038991264600779
8,62,5,0,0.182607813256736
2,23,6,0,0.265421139018353
8,39,7,0,0.407086920883682
1,70,5,0,0.101144871097067
9,26,6,0,0.37881265476432
11,45,7,0,0.444896688489926
2,34,3,0,0.0866559082190157
4,31,5,0,0.203349345014968
8,62,5,0,0.182607813256736
10,32,6,1,0.377052863909054
6,20,5,0,0.260977247828476
3,23,3,0,0.107967795327978
9,47,3,0,0.121381080755164
3,23,3,0,0.107967795327978
3,22,3,0,0.109397953655174
6,65,5,0,0.153779043231674
4,67,7,0,0.247164199716818
7,50,3,0,0.10102368444494
9,20,5,1,0.310538255619331
3,48,5,0,0.154782704120935
4,69,3,0,0.0624031619917989
9,57,5,0,0.206875599055374
5,46,5,1,0.181554666637423
8,73,5,1,0.159603742586119
2,53,5,0,0.135581119255673
4,30,3,0,0.105843588456368
3,50,5,0,0.150959025439991
6,40,6,0,0.279977209944281
5,68,4,0,0.0977703571455494
7,53,4,1,0.137217269159952
8,45,7,1,0.385894312108933
4,32,7,1,0.35501582868104
1,65,2,0,0.0360707329324126
7,30,5,0,0.248349254494593
4,26,5,0,0.215569916020633
1,47,4,0,0.0965118127707035
1,65,1,0,0.0246713534646486
7,51,2,1,0.0696381510259983
4,50,3,0,0.0809734963873477
5,62,5,0,0.149050244858031
7,22,5,0,0.271045258779401
6,42,2,0,0.0730683513795107
5,55,2,0,0.0565984598614122
3,24,7,1,0.363535749053905
2,58,2,0,0.0430622000641849
3,31,5,0,0.190527236529909
8,40,5,0,0.236137054488654
1,22,2,0,0.0659461653741154
1,50,2,0,0.0446134762631306
4,52,5,0,0.157688363575205
3,79,5,0,0.103841888469013
8,19,5,0,0.296517346997493
3,65,3,0,0.061125868613409
7,20,5,0,0.276918569187839
5,68,5,1,0.138160613367975
2,42,5,0,0.155764502366532
6,38,3,0,0.11008884028918
3,47,1,0,0.0373559988219213
2,23,6,1,0.265421139018353
3,19,6,0,0.293628173983474
8,78,7,1,0.278521587258563
5,28,6,0,0.299746159745972
4,33,5,0,0.198607818437826
9,35,3,0,0.141577227185096
6,64,3,0,0.077723231236637
2,63,2,0,0.0401208399032849
5,24,6,1,0.31228635603203
6,29,6,0,0.313851629161263
1,38,5,0,0.152887858559486
2,28,5,0,0.18491534184996
8,33,3,0,0.135424889189569
3,50,5,0,0.150959025439991
5,27,3,0,0.118310236442066
9,69,3,0,0.0907741895823014
2,22,3,0,0.101743325830163
7,39,7,0,0.387669688126409
5,60,2,0,0.0527835059635576
1,69,4,0,0.071664354899963
3,25,7,1,0.360126682245359
2,18,3,0,0.107268801972655
1,45,5,0,0.139977777329744
1,37,2,0,0.0535475127907079
8,55,3,0,0.101686618235557
5,51,5,0,0.170842436063811
2,55,3,0,0.0650579582272722
4,55,5,0,0.15189427639612
5,66,7,1,0.265430146362519
3,44,2,0,0.056609507309495
8,42,6,0,0.307484084747905
6,43,3,0,0.103062308752197
4,19,5,0,0.233558466082785
6,68,7,0,0.275605877690814
1,53,3,0,0.0619906908679408
3,32,5,0,0.18826067223621
1,54,3,0,0.0611377424969454
1,53,2,0,0.0427632671940348
3,30,3,0,0.0984101802399893
4,27,2,0,0.077185069340555
4,62,3,0,0.068730354073243
4,76,3,0,0.0566230244572049
3,52,3,0,0.073113528954214
2,76,2,0,0.0333480208938281
1,25,7,0,0.323658627763071
3,63,5,0,0.127970040335339
9,27,7,0,0.470594199189419
2,57,3,0,0.0632848375692973
9,72,6,1,0.236182706933497
9,72,7,0,0.313861577814058
1,49,2,0,0.0452470005857258
1,60,2,0,0.0387271491531693
4,52,6,1,0.216881353829917
3,26,5,0,0.202172796825386
4,47,6,0,0.229680690991839
1,54,2,0,0.0421629830352987
4,78,3,0,0.0550662534583781
6,66,3,0,0.0756328492164696
4,30,6,1,0.277052113726519
10,62,6,0,0.279893807205022
4,39,3,0,0.0939108357116315
9,61,5,0,0.197353572887937
1,43,3,1,0.0711512343029427
1,20,5,0,0.190559145151942
1,25,6,1,0.244418785145182
5,33,7,0,0.370346639405173
7,50,5,0,0.197386345978458
5,61,1,0,0.0357883551452377
2,40,3,0,0.0798968082897306
8,32,3,0,0.137162824210503
1,56,1,0,0.0280788502103346
1,32,2,0,0.0574143386298576
8,30,3,0,0.14069496256891
4,49,5,0,0.163660818836218
6,55,5,0,0.173987517165935
5,49,7,0,0.317139287389104
5,65,4,0,0.101747547968793
8,26,5,0,0.275422256173454
2,50,3,0,0.0696947796156346
6,36,6,0,0.2920352680045
3,31,3,0,0.0971080026472673
4,34,2,0,0.0701381707346319
1,46,5,0,0.138209888357598
2,72,1,0,0.024141606034409
6,27,5,1,0.241542440711215
9,20,5,1,0.310538255619331
5,27,7,0,0.391229361967935
11,18,3,1,0.199555696235868
5,53,5,0,0.166700271911863
4,29,6,0,0.280018917009175
3,29,5,0,0.195122819523629
9,51,6,0,0.296570140602312
7,28,6,0,0.334853839022997
11,35,5,1,0.297994554573105
3,24,6,0,0.27855387736434
2,60,5,0,0.123918665191331
3,78,3,0,0.0509955618537962
7,71,6,0,0.210626456291914
9,46,6,1,0.31219750185546
5,56,3,1,0.0804182079376302
3,74,3,1,0.0539304968722049
1,59,3,0,0.0570353212525657
2,34,3,0,0.0866559082190157
8,35,6,0,0.329916725179053
2,22,5,0,0.198640748265415
9,62,6,1,0.263843707036661
4,23,5,0,0.223153840354462
1,43,3,0,0.0711512343029427
2,49,3,0,0.0706581248488258
3,31,2,0,0.067775382896319
4,60,6,0,0.197492011556355
5,57,3,0,0.0793331541133574
8,23,6,0,0.370191152212942
2,53,3,0,0.0668772114618306
3,35,1,0,0.0442760467803249
8,74,3,0,0.0787731359538974
5,39,5,0,0.19741912317276
2,50,1,0,0.0330994655475785
8,64,6,0,0.242924895039814
2,56,2,0,0.0442955143706481
3,42,3,0,0.0837709362558322
9,55,6,0,0.284400057460805
7,30,6,0,0.328309667248324
1,29,2,0,0.0598588061129226
2,25,6,1,0.259704099911959
6,29,6,0,0.313851629161263
1,24,3,0,0.0920692392166667
2,69,1,0,0.0252073410226826
8,83,7,0,0.263933054821916
3,48,3,0,0.0772178375134124
10,62,7,1,0.365077605976271
1,51,2,0,0.043988413528916
2,51,3,0,0.0687435969919678
10,23,6,1,0.408733712272798
8,59,7,0,0.338206737935168
6,30,5,0,0.233521434553968
7,30,6,1,0.328309667248324
1,47,5,0,0.136460784619924
8,48,7,1,0.375452662301421
7,64,5,0,0.166671535764779
6,32,6,0,0.304393098973191
1,62,5,0,0.112399914644502
2,25,1,0,0.0471786921050991
9,56,6,1,0.281404978538693
6,60,6,0,0.224462195704958
5,21,5,0,0.242916398855072
6,66,5,0,0.151867627387162
3,36,5,0,0.179401644271045
6,50,5,1,0.184852987038019
2,27,6,0,0.254067611993576
9,22,5,0,0.304251921867823
2,23,5,1,0.196301070113812
11,40,7,0,0.463193337229462
5,20,3,0,0.129522896351558
5,73,3,0,0.0637053348175659
1,42,2,0,0.0499273211497881
4,65,5,0,0.133836131896667
2,24,1,0,0.0478468189426773
1,57,3,0,0.058644304703328
2,22,5,0,0.198640748265415
8,51,4,0,0.150847074280256
1,35,2,0,0.0550638496708492
4,36,3,0,0.0977480350203532
1,36,5,1,0.156751373276714
9,32,3,1,0.14704599932444
9,34,7,0,0.444947781192658
2,23,3,0,0.100401955117385
7,69,5,0,0.156669353862395
6,34,5,0,0.223117978276546
5,40,6,0,0.26392408002812
2,43,2,0,0.0531694212481156
9,57,7,0,0.363392158280286
5,40,7,1,0.346586850264078
6,21,3,1,0.137187310264518
8,46,6,0,0.295053993362526
9,51,6,0,0.296570140602312
9,31,5,1,0.276877146318445
8,24,6,1,0.366755637969499
9,56,3,0,0.107908035231802
2,29,5,0,0.18270047011572
10,35,7,0,0.461384083031884
9,68,3,0,0.0920000877164699
5,70,6,0,0.187157943825758
2,19,3,0,0.105863169435314
1,55,1,0,0.028484578430772
1,59,3,0,0.0570353212525657
2,51,5,1,0.139079091833896
1,57,3,1,0.058644304703328
3,56,3,1,0.0692110119136662
3,34,3,0,0.0932933305139899
3,25,3,0,0.105156726226698
1,21,2,0,0.0668614199102515
7,27,3,0,0.136303700748737
8,29,6,0,0.349786161826954
5,55,2,0,0.0565984598614122
8,25,3,0,0.149858522686937
6,55,4,0,0.124638224430212
6,34,6,0,0.298177364070795
2,23,2,0,0.0701516644769838
11,50,7,0,0.426748218617087
8,52,6,1,0.276969247163742
4,85,5,0,0.10314737760417
3,61,5,0,0.131301475161827
4,41,3,0,0.091428244306239
1,50,2,0,0.0446134762631306
8,72,5,0,0.161593974376901
7,65,7,0,0.301329391451775
4,58,3,0,0.0726078830070965
4,30,5,0,0.205751524010686
4,18,3,1,0.12381883066807
2,50,2,0,0.0482005966643241
5,29,6,1,0.296656465426982
9,48,6,0,0.30589248165449
6,23,6,0,0.333234691649374
3,32,4,0,0.135527221520595
8,23,6,0,0.370191152212942
4,20,5,0,0.23092602830448
5,26,5,0,0.229599321590464
9,20,5,1,0.310538255619331
1,20,5,0,0.190559145151942
3,23,3,0,0.107967795327978
4,41,5,1,0.18047565189299
1,30,5,0,0.168819276806669
1,42,3,0,0.0721331502072679
4,52,5,0,0.157688363575205
8,58,5,0,0.191588200525829
1,44,2,0,0.0485451661417069
6,19,3,0,0.140719976337309
6,37,6,0,0.288992253501991
5,52,3,0,0.0848950150010682
6,26,6,0,0.323467396222901
2,28,3,0,0.0939284410373466
2,67,1,0,0.0259431503219506
5,45,3,0,0.0932758319744846
8,62,6,1,0.248396500170493
7,70,6,1,0.21309160598365
2,25,3,0,0.0977662820824377
1,25,3,0,0.090842511828335
8,34,5,0,0.252486690347845
8,67,5,0,0.17184649115179
9,45,3,0,0.124565487934675
2,36,1,0,0.0403922700958605
1,19,5,0,0.192846807697608
10,31,7,1,0.476089020233131
9,41,5,0,0.248310637606089
2,51,5,1,0.139079091833896
5,40,6,0,0.26392408002812
7,33,7,0,0.408894877833455
6,18,3,0,0.142514663072615
9,41,6,0,0.32826404693353
9,45,3,0,0.124565487934675
4,21,5,0,0.228314422309838
2,21,2,0,0.0721023711763122
10,60,6,0,0.285883660564483
9,56,6,0,0.281404978538693
8,42,7,0,0.396442022278027
3,23,1,0,0.0524082159528744
1,28,2,0,0.060695065203349
9,48,6,0,0.30589248165449
1,63,2,0,0.0371115750644112
5,30,2,0,0.0798478003376578
9,45,6,0,0.315376479225686
6,40,3,0,0.107229185618804
5,59,6,0,0.213126298614407
2,25,2,0,0.0682498517005466
1,18,3,0,0.0997464665727672
5,55,7,1,0.298273627694502
1,24,4,0,0.13044480380806
2,84,4,0,0.0628696512807125
9,51,6,0,0.296570140602312
1,24,3,0,0.0920692392166667
5,24,6,1,0.31228635603203
4,63,3,0,0.0677913746285346
3,48,5,0,0.154782704120935
3,23,6,0,0.281530499738571
5,62,5,0,0.149050244858031
9,41,7,0,0.41959128302921
11,48,3,0,0.138001885478672
5,38,3,1,0.102391428574622
7,53,6,1,0.258188326027077
9,21,5,0,0.307386150680628
5,29,7,0,0.384219855631366
3,34,3,0,0.0932933305139899
8,72,7,0,0.296666104682951
2,39,3,0,0.0809888931534755
3,26,3,0,0.1037755527479
7,54,3,0,0.0957853822091024
4,33,6,0,0.268269004070216
5,75,5,1,0.12630869725661
3,24,3,0,0.106554096551436
3,46,1,0,0.0378905521399933
10,70,6,0,0.256717805382908
5,30,6,0,0.293585266456295
2,20,3,0,0.104473800529109
2,20,2,0,0.0730963801901211
7,26,3,0,0.138051112925935
1,35,1,0,0.0378980946842856
1,21,5,0,0.188292289562205
2,78,4,0,0.0682952090637978
2,18,2,0,0.0751223551979606
7,32,3,0,0.127844349168363
9,55,7,1,0.370250159345812
5,47,5,0,0.179371189931028
4,49,5,1,0.163660818836218
1,52,3,0,0.0628547422824303
8,43,6,0,0.304349296155889
8,32,6,0,0.339780955320929
7,47,3,1,0.105117798054271
5,20,3,1,0.129522896351558
5,56,6,0,0.220648436142676
2,23,5,0,0.196301070113812
9,35,7,0,0.441304618941701
7,25,5,0,0.262383464925524
4,52,5,0,0.157688363575205
3,77,5,0,0.106621997081594
6,26,3,0,0.128681290063944
6,41,3,0,0.105824010670565
4,30,5,0,0.205751524010686
2,18,5,0,0.208208768746108
8,52,6,1,0.276969247163742
3,23,5,0,0.209411223500506
1,22,5,1,0.18604620202935
2,23,3,0,0.100401955117385
1,27,5,0,0.175125664162865
9,62,7,0,0.346493153776538
1,18,3,0,0.0997464665727672
4,56,1,0,0.0355380412591174
4,25,6,0,0.292078042662534
7,28,6,0,0.334853839022997
6,60,6,0,0.224462195704958
5,53,3,0,0.0837550587978393
10,26,6,0,0.398074663012657
9,54,7,0,0.373699090250234
2,45,5,0,0.150028514375114
8,48,7,0,0.375452662301421
3,42,6,1,0.228395471345221
4,46,3,1,0.0854783424288524
1,28,5,0,0.173003162539468
1,22,3,0,0.094567424241548
5,51,5,0,0.170842436063811
1,70,1,0,0.0229560439101363
8,18,3,0,0.163506645359026
2,18,3,1,0.107268801972655
1,35,3,0,0.0793633803271
3,30,3,0,0.0984101802399893
7,34,3,0,0.124588049855194
1,28,5,0,0.173003162539468
4,46,6,0,0.232303220611344
1,33,7,0,0.298360238051971
4,18,3,0,0.12381883066807
6,52,3,0,0.0914110603230487
8,56,6,0,0.265300148068083
7,47,5,0,0.204497327759686
2,57,2,0,0.0436747028320638
7,23,7,1,0.44499887505922
4,48,5,0,0.16569166720337
8,48,3,0,0.1115230804943
3,27,6,0,0.269740922266799
9,57,3,0,0.10649502552019
7,30,6,1,0.328309667248324
3,68,3,0,0.0586328848407491
7,23,6,0,0.351490497683589
2,35,2,0,0.059438950054078
9,40,5,0,0.251076553370424
1,27,3,0,0.0884331169472035
5,22,5,0,0.24021154433436
8,59,7,0,0.338206737935168
3,62,3,1,0.0637176757645825
3,24,6,0,0.27855387736434
5,44,5,1,0.185983552894769
7,46,6,0,0.278470734640853
3,25,6,0,0.275596654588916
5,55,3,0,0.0815167882472808
8,31,7,1,0.435877257144587
8,59,6,0,0.256757283143976
4,46,3,0,0.0854783424288524
2,73,5,0,0.104540530523187
1,24,2,0,0.0641504980861702
3,79,3,0,0.0502857884774804
3,67,2,0,0.0409783671005743
5,46,6,0,0.247078623088377
6,54,5,1,0.176119523542906
3,57,5,0,0.138185249018605
11,38,7,1,0.470542658104296
2,42,5,0,0.155764502366532
5,52,3,1,0.0848950150010682
9,42,7,0,0.416000132641161
10,60,5,0,0.212979809106528
6,63,7,1,0.290584897153215
7,72,2,0,0.0520400054885789
8,56,6,0,0.265300148068083
1,33,2,0,0.0566205567845094
3,43,1,0,0.0395386448746937
9,33,7,0,0.448596870307004
2,54,3,0,0.0659617560383329
4,26,5,0,0.215569916020633
11,53,7,0,0.415949872974359
4,54,7,1,0.284577907957574
7,21,5,1,0.273972114494385
10,54,3,0,0.119028188209604
2,54,1,0,0.0312607111684162
3,40,3,0,0.0860653010301632
3,37,2,0,0.0623883562527897
2,54,2,0,0.0455624693661981
9,60,7,0,0.353209180806069
9,34,3,0,0.14338102265113
1,53,2,0,0.0427632671940348
7,51,3,0,0.0996907484263884
8,52,5,0,0.205683916101571
1,25,3,0,0.090842511828335
4,33,7,0,0.351642515740823
3,41,3,0,0.084911088533945
6,63,3,0,0.0787881501993506
2,23,6,0,0.265421139018353
6,43,3,1,0.103062308752197
3,43,1,0,0.0395386448746937
4,58,6,0,0.202213621219516
8,71,7,0,0.299755856608987
1,35,5,0,0.158712753791999
10,42,5,1,0.260897454159875
2,33,3,0,0.0878315619235931
1,23,3,0,0.0933108319983954
4,78,4,0,0.0793667558025855
6,54,3,0,0.0889880619369652
4,78,5,1,0.113107351979096
2,29,2,0,0.0645888487402669
3,50,5,0,0.150959025439991
9,41,6,0,0.32826404693353
1,64,5,1,0.109487613665675
4,43,7,0,0.318762535040408
6,37,3,0,0.111543581102565
9,72,7,1,0.313861577814058
1,32,6,0,0.225840249810303
5,78,3,0,0.059441532820159
11,37,7,0,0.474222315194884
4,27,5,0,0.213083859530833
1,23,3,0,0.0933108319983954
1,36,1,0,0.0373634390896916
3,48,3,0,0.0772178375134124
6,19,5,1,0.263834734192049
6,18,3,0,0.142514663072615
1,81,1,0,0.0195823210155376
4,45,5,0,0.171905383844577
2,68,1,0,0.0255726687968178
11,66,6,1,0.284357955575791
3,87,3,0,0.0449355958254934
